"dose","chrom","start","end","atac","h3k27ac","pro_plus_abs","pro_minus_abs","proseq_mag","proseq_bidir","atac_log","h3k27ac_log","proseq_log","enhancer_score","pc1_var_explained","strength_tier"
"100pM","chr19",1166892,1167117,61.66666667,7.444444444,3.83,0.9066666667,4.7366666667,0.23672758921671,4.13782967421503,2.13350876289748,1.74687832156115,-0.0970614699204204,0.75506,"middle"
"100pM","chr19",1181596,1182175,176.125,67.125,14.28583333,11.14571429,25.43154762,0.780193498869555,5.17685569801084,4.22134425298341,3.27455828233133,2.48569831521604,0.75506,"strong"
"100pM","chr19",1513158,1513601,103.7647059,25.625,4.788888889,7.14375,11.932638889,0.670360649378828,4.65171693940189,3.28185062402959,2.55975426237005,1.27177963829158,0.75506,"strong"
"100pM","chr19",2525050,2525319,171.2727273,28.72727273,27.61333333,9.071666667,36.684999997,0.328524867265636,5.14907884487647,3.39206489819063,3.62926213721583,2.17504383152474,0.75506,"strong"
"100pM","chr19",2535599,2535828,20.77777778,5,0,2.176,2.176,0,3.08089008199634,1.79175946922805,1.15562254338489,-1.27808530112704,0.75506,"weak"
"100pM","chr19",2576234,2576512,85.25,18.58333333,4.79,1.135,5.925,0.236951983298539,4.45725005591147,2.97467886418595,1.9351380520734,0.674018757326856,0.75506,"strong"
"100pM","chr19",2579163,2579491,106.7692308,42.61538462,8.618571429,12.82857143,21.447142859,0.671826280582202,4.67999218916098,3.77540994637204,3.11116333922946,1.82651500200424,0.75506,"strong"
"100pM","chr19",3390017,3390262,142.5454545,13,9.96,2.42,12.38,0.242971887550201,4.96665174114062,2.63905732961526,2.59376105470008,1.14284991807908,0.75506,"strong"
"100pM","chr19",3737183,3737505,12.66666667,1.4,0,0,0,0,2.6149597782801,0.8754687373539,0,-2.64855929495715,0.75506,"weak"
"100pM","chr19",4536775,4537052,53.72727273,15.2,0.9575,4.716,5.6735,0.203032230703986,4.00236217256028,2.78501124223834,1.89814445993207,0.245316474942507,0.75506,"middle"
"100pM","chr19",4970859,4971057,79.14285714,14.66666667,20.494,9.75,30.244,0.475748999707231,4.38381075643173,2.75153531325471,3.44182735774805,1.2159580630137,0.75506,"strong"
"100pM","chr19",9846698,9846944,35.09090909,6.857142857,1.2,1.36,2.56,0.88235294117647,3.58604100786363,2.06142303615898,1.26976054486394,-0.734561769482359,0.75506,"middle"
"100pM","chr19",14844222,14844458,42.6,0.5,0,0,0,0,3.77505715035499,0.405465108108164,0,-2.12944780045761,0.75506,"weak"
"100pM","chr19",15485774,15486010,61.45454545,8.444444444,2.875,2.04,4.915,0.709565217391304,4.1344390193512,2.24542667910704,1.77749149743035,-0.0226823474707761,0.75506,"middle"
"100pM","chr19",15488585,15488995,91.75,12.53333333,8.298333333,1.513333333,9.811666666,0.182365936902284,4.52990770148754,2.60515577769327,2.38062579793525,0.729205356083254,0.75506,"strong"
"100pM","chr19",15975845,15976154,55.92857143,4,3.1125,0.9075,4.02,0.291566265060241,4.04179734920005,1.6094379124341,1.61342993370364,-0.515896588554798,0.75506,"middle"
"100pM","chr19",15978103,15978328,30.2,2.857142857,0.64,0,0.64,0,3.44041809481544,1.34992671691198,0.494696241836107,-1.59534289696064,0.75506,"weak"
"100pM","chr19",16463919,16464260,115.1333333,26.71428571,7.388571429,23.89,31.278571429,0.30927465169527,4.75473895602321,3.32194800985338,3.47440358681525,1.79746946894802,0.75506,"strong"
"100pM","chr19",18999598,18999860,35.81818182,4.9,1.915,4.081666667,5.996666667,0.469171090202599,3.60599179435755,1.77495235091167,1.94543384521207,-0.559446544586227,0.75506,"middle"
"100pM","chr19",22426696,22426970,24.25,16.875,0,4.535714286,4.535714286,0,3.22882615572137,2.88340308858007,1.71122060679566,-0.308897791182083,0.75506,"middle"
"100pM","chr19",23400361,23400814,67.15789474,15.2,25.73875,1.36,27.09875,0.052838618814045,4.22182699501353,2.78501124223834,3.33572509136449,1.07526338495999,0.75506,"strong"
"100pM","chr19",23402261,23402458,21.125,11.88888889,5.0275,4.716,9.7435,0.938040775733466,3.09670819089399,2.55636561385635,2.37430092053565,-0.264526470434592,0.75506,"middle"
"100pM","chr19",23404913,23405115,38.33333333,2.25,1.435,0,1.435,0,3.67207233571281,1.17865499634165,0.889946756534553,-1.34704482758502,0.75506,"weak"
"100pM","chr19",23565410,23565723,27.61538462,2,0,0,0,0,3.3539444969729,1.09861228866811,0,-2.0278147340429,0.75506,"weak"
"100pM","chr19",29671401,29671641,143.5555556,24.375,31.22,3.175,34.395,0.101697629724536,4.97366390148374,3.23376443736195,3.56657056722615,1.93946598294554,0.75506,"strong"
"100pM","chr19",30687459,30687671,21,3.2,0.72,0,0.72,0,3.09104245335832,1.43508452528932,0.542324290825362,-1.76037334587689,0.75506,"weak"
"100pM","chr19",30698540,30698857,98.15384615,10.30769231,16.28,10.12833333,26.40833333,0.622133496928747,4.59667264543886,2.42548322952128,3.31084710328539,1.11591042937075,0.75506,"strong"
"100pM","chr19",31002708,31002944,31.3,0.8,0,0,0,0,3.47506723022861,0.587786664902119,0,-2.22994319574387,0.75506,"weak"
"100pM","chr19",31369416,31369637,18,1,0.96,0,0.96,0,2.94443897916644,0.693147180559945,0.672944473242426,-2.20880570214735,0.75506,"weak"
"100pM","chr19",31457961,31458149,18.57142857,1.333333333,0,0,0,0,2.97407077669982,0.847297860244346,0,-2.42274073829256,0.75506,"weak"
"100pM","chr19",31823342,31823538,26.57142857,1,0,0,0,0,3.31678003979776,0.693147180559945,0,-2.27788384824645,0.75506,"weak"
"100pM","chr19",33025692,33025928,63.54545455,3.857142857,1.1975,5.745,6.9425,0.208442123585727,4.16736969730741,1.58045037553144,2.07222808716153,-0.229776226875423,0.75506,"middle"
"100pM","chr19",33541789,33542119,131.0714286,5.583333333,2.298,1.36,3.658,0.591818973020017,4.8833429019882,1.88454120262839,1.53858617146215,0.167124391701175,0.75506,"middle"
"100pM","chr19",33879920,33880125,57.66666667,13.5,2.3,0.905,3.205,0.393478260869565,4.07187170642686,2.67414864942653,1.43627429342491,0.0112725459040059,0.75506,"middle"
"100pM","chr19",35317459,35317816,98.33333333,20,14.205,12.7,26.905,0.894051390355509,4.59848119780374,3.04452243772342,3.3288058842404,1.46929045935176,0.75506,"strong"
"100pM","chr19",35319127,35319328,65.75,15.85714286,2.395,0,2.395,0,4.20095429728036,2.82477447557984,1.22230376101066,0.0801126511700638,0.75506,"middle"
"100pM","chr19",36246685,36246896,34,4.428571429,1.4375,4.0825,5.52,0.352112676056338,3.55534806148941,1.69167601075002,1.87487437593856,-0.673219053211441,0.75506,"middle"
"100pM","chr19",37730849,37731234,18.875,22.93333333,3.617777778,1.088,4.705777778,0.300737100718628,2.9894626605404,3.17527218724679,1.7414793067122,-0.293454776515142,0.75506,"middle"
"100pM","chr19",38298952,38299594,113.4230769,47.44,26.20545455,10.05333333,36.25878788,0.383635144004781,4.73990277975657,3.88032591868489,3.61788783324332,2.16556777312639,0.75506,"strong"
"100pM","chr19",38321623,38321938,156.7857143,30.38461538,6.385,13.91,20.295,0.45902228612509,5.0612378738954,3.44631781679557,3.05847230337518,1.87515856872005,0.75506,"strong"
"100pM","chr19",38714471,38714781,72.14285714,9.333333333,7.524285714,2.116666667,9.640952381,0.28131130946578,4.29241447594513,2.33537491578478,2.36470998940024,0.412206330415239,0.75506,"middle"
"100pM","chr19",39130424,39130696,130.5833333,13.33333333,1.276666667,13.15166667,14.428333337,0.0970726143715441,4.87964036421432,2.66258782679289,2.73620564608872,1.16502295215078,0.75506,"strong"
"100pM","chr19",39150993,39151302,62.57142857,16.15384615,2.995,3.023333333,6.018333333,0.990628445533697,4.15216413308845,2.84222241377437,1.94852577289829,0.401713034794384,0.75506,"middle"
"100pM","chr19",40466100,40466439,203.0769231,69.92307692,38.03142857,2.542,40.57342857,0.0668394560914597,5.31849699678928,4.26159586605167,3.72746122689021,2.81826055431461,0.75506,"strong"
"100pM","chr19",40898032,40898315,36.27272727,7.727272727,8.46,1.813333333,10.273333333,0.214342001536643,3.61826188682681,2.16645291863822,2.42244005477276,-0.107444443021167,0.75506,"middle"
"100pM","chr19",40920894,40921766,166.2285714,74.11111111,9.832,13.89,23.722,0.707847372210223,5.11936156763095,4.31896849869195,3.20769353546563,2.46949463165376,0.75506,"strong"
"100pM","chr19",41052288,41052509,68,8.6,0,3.628,3.628,0,4.23410650459726,2.26176309847379,1.53212480933143,-0.0630695511387109,0.75506,"middle"
"100pM","chr19",45567856,45568042,70.28571429,1.333333333,6.705,0,6.705,0,4.26669594675633,0.847297860244346,2.04186946877208,-0.584388080809906,0.75506,"middle"
"100pM","chr19",46903558,46903772,56,3.625,4.214,0,4.214,0,4.04305126783455,1.53147637096439,1.65134731551131,-0.54033283226833,0.75506,"middle"
"100pM","chr19",47096130,47096335,81.5,62.125,0.48,38.462,38.942,0.0124798502417971,4.41279829334063,4.14511688759552,3.68742840184662,2.12563068373773,0.75506,"strong"
"100pM","chr19",48553901,48554132,195.4,22.42857143,10.918,1.815,12.733,0.16623923795567,5.28015339592037,3.15395627882986,2.61980169554814,1.65183031042302,0.75506,"strong"
"100pM","chr19",48554697,48554915,84,13.25,0.48,0.3033333333,0.7833333333,0.631944444375,4.44265125649032,2.65675690671466,0.578484272221114,-0.156251666399834,0.75506,"middle"
"100pM","chr19",48772640,48772873,28,4.625,0.96,0.9066666667,1.8666666667,0.944444444479167,3.36729582998647,1.72722094809048,1.05314991460298,-1.16998140145328,0.75506,"weak"
"100pM","chr19",51807432,51807639,70.11111111,10.5,11.302,4.898,16.2,0.433374623960361,4.26424359900187,2.4423470353692,2.84490938381941,0.680586044516508,0.75506,"strong"
"100pM","chr2",567035,567308,38.25,4.666666667,0.32,0,0.32,0,3.66995144422842,1.73460105544693,0.277631736598279,-1.33050661058645,0.75506,"weak"
"100pM","chr2",902430,902839,26.66666667,2.222222222,0,0,0,0,3.32022831924897,1.17007125258129,0,-2.01081648531347,0.75506,"weak"
"100pM","chr2",1692697,1692883,32.88888889,2.666666667,2.236666667,1.36,3.596666667,0.608047689924285,3.52308719930398,1.29928298422117,1.52533140320962,-1.07865413584205,0.75506,"weak"
"100pM","chr2",1946911,1947149,53.7,2.4,1.4375,0,1.4375,0,4.00186370942794,1.22377543162212,0.890972923889865,-1.09976763153181,0.75506,"weak"
"100pM","chr2",5131109,5131361,34.63636364,4,0,0.455,0.455,0,3.57336656709413,1.6094379124341,0.375005900623456,-1.41870680132355,0.75506,"weak"
"100pM","chr2",5831184,5831472,73.66666667,4.777777778,0,0,0,0,4.31303376323157,1.75401914128367,0,-1.01912085766654,0.75506,"weak"
"100pM","chr2",5910134,5910329,41.77777778,1.5,0,0,0,0,3.75601875700351,0.916290731874155,0,-1.85868053933334,0.75506,"weak"
"100pM","chr2",7134228,7134471,12,2,0,0,0,0,2.56494935746154,1.09861228866811,0,-2.5583141150223,0.75506,"weak"
"100pM","chr2",7749087,7749303,91.8,12.85714286,0,21.16666667,21.16666667,0,4.53044663979215,2.62880082965426,3.09858965914407,1.08349350033367,0.75506,"strong"
"100pM","chr2",8103142,8103398,54.36363636,4.5,0.9575,0.9066666667,1.8641666667,0.946910356866841,4.01392299484584,1.70474809223843,1.05227744108538,-0.748095680588404,0.75506,"weak"
"100pM","chr2",8125832,8126046,5.75,0.6666666667,0,0,0,0,1.90954250488444,0.510825623785991,0,-3.32528286032212,0.75506,"weak"
"100pM","chr2",8274956,8275241,28.75,5.909090909,0,1.813333333,1.813333333,0,3.39282913199164,1.9328380674748,1.03437001982127,-1.04758621455626,0.75506,"weak"
"100pM","chr2",9806319,9806505,36.11111111,5.285714286,0,0,0,0,3.61391641561054,1.8382794849084,0,-1.44241441853934,0.75506,"weak"
"100pM","chr2",9807858,9808045,24.85714286,12,1.276666667,0,1.276666667,0,3.25258688232101,2.56494935746154,0.822712385061002,-0.891454164975224,0.75506,"weak"
"100pM","chr2",10021771,10022006,214.1,23.5,77.764,35.68,113.444,0.458824134560979,5.37110303627368,3.19867311755068,4.74008562038478,2.74425278096106,0.75506,"strong"
"100pM","chr2",10490863,10491059,159.1111111,1.25,8.812,0,8.812,0,5.07586801859391,0.810930216216329,2.28360612639624,0.0542359400988375,0.75506,"middle"
"100pM","chr2",10757270,10757876,184,32.54166667,23.7025,16.239,39.9415,0.685117603628309,5.22035582507833,3.51278844717,3.71214421854583,2.32932642792459,0.75506,"strong"
"100pM","chr2",11122365,11122677,91.14285714,38.85714286,8.347142857,11.92142857,20.268571427,0.700179748424228,4.52334016770945,3.68530163283774,3.0572304632048,1.64556502781458,0.75506,"strong"
"100pM","chr2",11494648,11494889,34.54545455,21.55555556,5.746666667,2.116666667,7.863333334,0.368329466393948,3.57081228731487,3.11598140190261,2.18192291666203,0.273583809697733,0.75506,"middle"
"100pM","chr2",11498009,11498224,33,239.4444444,19.918,146.596,166.514,0.135870010095773,3.52636052461616,5.48248906244531,5.12106692986189,2.95252534663883,0.75506,"strong"
"100pM","chr2",11498519,11498947,335.2941176,112.8888889,36.71,77.31111111,114.02111111,0.474834722628267,5.81798612706782,4.73522331433385,4.74511568638501,3.90007844235839,0.75506,"strong"
"100pM","chr2",11502573,11502808,20.66666667,36.45454545,4.026,0.455,4.481,0.113015399900646,3.07577498138137,3.6231280764298,1.70128756606398,-0.00588612798585036,0.75506,"middle"
"100pM","chr2",11503658,11503873,17.125,16,4.788,1.51,6.298,0.315371762740184,2.89729220074074,2.83321334405622,1.98760033801426,-0.428482875366712,0.75506,"middle"
"100pM","chr2",11512727,11513033,92.76923077,132.4166667,12.44833333,117.2828571,129.73119043,0.10613941063344,4.54083677202794,4.89347706345856,4.87314323355235,3.18997809794564,0.75506,"strong"
"100pM","chr2",11524501,11524695,73.14285714,22,2.873333333,1.21,4.083333333,0.421113689143981,4.30599373407204,3.13549421592915,1.62596721431974,0.514833532824052,0.75506,"middle"
"100pM","chr2",11530992,11531282,149.3076923,127.3333333,16.82857143,11.27571429,28.10428572,0.670033956055175,5.01268447509001,4.85463104535993,3.37088543893483,2.77258659647911,0.75506,"strong"
"100pM","chr2",11532373,11532695,127,88.35714286,20.65857143,13.08857143,33.74714286,0.633566143445573,4.85203026391962,4.49264118088363,3.54809734877445,2.5477383004139,0.75506,"strong"
"100pM","chr2",11539521,11539962,334.9473684,136.2105263,46.16,63.682,109.842,0.724851606419396,5.81695450602695,4.92151643465199,4.70810576385941,3.98523164190732,0.75506,"strong"
"100pM","chr2",11558668,11558930,60.45454545,121.0909091,36.23166667,46.11333333,82.345,0.785709122581011,4.11829780317063,4.80476592379933,4.42298861939505,2.64295156561528,0.75506,"strong"
"100pM","chr2",13113121,13113432,113.8571429,0.6666666667,0.48,0.455,0.935,0.947916666666667,4.74368912049679,0.510825623785991,0.660107326481745,-1.10634102679662,0.75506,"weak"
"100pM","chr2",13545424,13545645,38.33333333,1.2,5.265,0,5.265,0,3.67207233571281,0.78845736036427,1.83497858834803,-1.11506666353172,0.75506,"weak"
"100pM","chr2",14178817,14179143,49.71428571,7.583333333,3.513333333,12.154,15.667333333,0.289068070840875,3.9262076403356,2.1498223384028,2.81345071594006,0.275981439610536,0.75506,"middle"
"100pM","chr2",14543430,14543688,70.36363636,4.3,3.1125,0.455,3.5675,0.146184738955823,4.26778844493308,1.66770682055808,1.51896600927002,-0.376439823664539,0.75506,"middle"
"100pM","chr2",15142919,15143124,54.55555556,23.44444444,9.575,0.9066666667,10.4816666667,0.0946910356866841,4.01738352116597,3.19640296883432,2.44075156037995,0.741349524394075,0.75506,"strong"
"100pM","chr2",15642285,15642499,33.88888889,1.833333333,2.395,0.9075,3.3025,0.378914405010438,3.55216840860388,1.04145387471051,1.45919624910356,-1.23361886782048,0.75506,"weak"
"100pM","chr2",15766386,15766655,44.36363636,0.6,0,1.815,1.815,0,3.81471082287299,0.470003629245736,1.03496226159165,-1.57568783568103,0.75506,"weak"
"100pM","chr2",16019312,16019595,42.58333333,4.909090909,17.48,1.135,18.615,0.0649313501144165,3.77467481420044,1.77649199708188,2.97629457966152,0.044150662743802,0.75506,"middle"
"100pM","chr2",16506335,16506621,205.0833333,3.875,1.1975,6.348333333,7.545833333,0.188632186935607,5.32828061757167,1.58412010444981,2.14544383469138,0.587580315660023,0.75506,"middle"
"100pM","chr2",16630981,16631175,22.125,0,0,0,0,0,3.14091428339849,0,0,-2.78090934534611,0.75506,"weak"
"100pM","chr2",16817617,16817827,37.88888889,2.5,1.9175,1.815,3.7325,0.946544980443285,3.66070857717581,1.25276296849537,1.55445360410134,-0.998121642948999,0.75506,"weak"
"100pM","chr2",20071656,20072071,146.4117647,25,2.464285714,5.10125,7.565535714,0.483074876549865,4.99322979135989,3.25809653802148,2.14774667669693,1.29264751728192,0.75506,"strong"
"100pM","chr2",20114022,20114252,154.9090909,6.333333333,1.15,9.798,10.948,0.117370892018779,5.04927308674336,1.99243016464475,2.48056390035386,0.785716414392515,0.75506,"strong"
"100pM","chr2",20381379,20381638,142.8181818,6.166666667,0.32,22.37666667,22.69666667,0.0143006107531207,4.96854987540281,1.96944064651202,3.16533439141395,1.04372230146791,0.75506,"strong"
"100pM","chr2",26197915,26198136,20,2.333333333,0,9.978,9.978,0,3.04452243772342,1.20397280422594,2.3958932701277,-1.04010214657167,0.75506,"weak"
"100pM","chr2",26758060,26758246,241.25,16.28571429,1.276666667,1.815,3.091666667,0.703397612672176,5.48997025077088,2.84988039678936,1.40895238509394,1.04934704878806,0.75506,"strong"
"100pM","chr2",28377237,28377429,83.33333333,19.22222222,0.72,0.3033333333,1.0233333333,0.42129629625,4.43477720001988,3.00678210963069,0.704746316386823,0.0926926174742528,0.75506,"middle"
"100pM","chr2",29106043,29106250,58.55555556,2,0.48,1.27,1.75,0.377952755905512,4.08690958380921,1.09861228866811,1.01160091167848,-1.05480610285764,0.75506,"weak"
"100pM","chr2",33192137,33192417,50.90909091,4.25,1.913333333,1.513333333,3.426666666,0.790940766514101,3.94949393687515,1.65822807660353,1.48764685522958,-0.610580855597668,0.75506,"middle"
"100pM","chr2",35297474,35297758,58.5,14.1,2.236666667,2.461428571,4.698095238,0.908686399984101,4.08597631255158,2.71469474382088,1.74013195022175,0.187497794999363,0.75506,"middle"
"100pM","chr2",38076088,38076480,207.7058824,89.17647059,65.24375,35.38,100.62375,0.542274164191972,5.34092599959873,4.50176853483517,4.62127726766933,3.39093799176585,0.75506,"strong"
"100pM","chr2",38096268,38096531,220.9166667,18.1,65.44166667,4.685,70.12666667,0.071590474974069,5.40230193617614,2.94968833505258,4.26446232514207,2.4012474977588,0.75506,"strong"
"100pM","chr2",38514760,38515187,24.5,7.727272727,0,3.24,3.24,0,3.23867845216438,2.16645291863822,1.44456326924387,-0.826840611762759,0.75506,"weak"
"100pM","chr2",38905957,38906164,42.44444444,2.166666667,2.233333333,0.905,3.138333333,0.405223880657496,3.77148298254684,1.15267951004365,1.42029313021147,-1.04288065613018,0.75506,"weak"
