"peak_chrom","peak_start","peak_end","alu_chrom","alu_start","alu_end","subfamily","distance","set","dose","alu_key","has_motif"
"chr21",45403325,45403568,"chr21",45400846,45401143,"AluY",2183,"SetB","10nM","chr21:45400846-45401143",FALSE
"chr22",18119593,18120070,"chr22",18117491,18117802,"AluY",1792,"SetB","10nM","chr22:18117491-18117802",FALSE
"chr22",24531981,24532590,"chr22",24531758,24532071,"AluY",0,"SetB","10nM","chr22:24531758-24532071",FALSE
"chr22",25400858,25401121,"chr22",25400262,25400562,"AluY",297,"SetB","10nM","chr22:25400262-25400562",FALSE
"chr22",27345370,27345717,"chr22",27346324,27346620,"AluY",608,"SetB","10nM","chr22:27346324-27346620",FALSE
"chr22",38222838,38223116,"chr22",38224105,38224413,"AluY",990,"SetB","10nM","chr22:38224105-38224413",FALSE
"chr22",45273594,45273777,"chr22",45272993,45273295,"AluY",300,"SetB","10nM","chr22:45272993-45273295",FALSE
"chr22",46465766,46466426,"chr22",46467541,46467840,"AluY",1116,"SetB","10nM","chr22:46467541-46467840",FALSE
"chr22",48477368,48477703,"chr22",48481068,48481379,"AluY",3366,"SetB","10nM","chr22:48481068-48481379",FALSE
"chr3",32110285,32110633,"chr3",32109905,32110217,"AluY",69,"SetB","10nM","chr3:32109905-32110217",FALSE
"chr3",50150765,50150996,"chr3",50149510,50149819,"AluY",947,"SetB","10nM","chr3:50149510-50149819",FALSE
"chr3",64501468,64501767,"chr3",64500456,64500756,"AluY",713,"SetB","10nM","chr3:64500456-64500756",FALSE
"chr3",66415986,66416479,"chr3",66414115,66414423,"AluY",1564,"SetB","10nM","chr3:66414115-66414423",FALSE
"chr3",123626953,123627278,"chr3",123625526,123625825,"AluY",1129,"SetB","10nM","chr3:123625526-123625825",FALSE
"chr3",123627714,123628013,"chr3",123625526,123625825,"AluY",1890,"SetB","10nM","chr3:123625526-123625825",FALSE
"chr3",129485889,129486110,"chr3",129489556,129489859,"AluY",3447,"SetB","10nM","chr3:129489556-129489859",FALSE
"chr3",146160447,146160771,"chr3",146163148,146163459,"AluY",2378,"SetB","10nM","chr3:146163148-146163459",FALSE
"chr3",151085247,151085490,"chr3",151084126,151084464,"AluY",784,"SetB","10nM","chr3:151084126-151084464",FALSE
"chr3",172516962,172517162,"chr3",172515980,172516279,"AluY",684,"SetB","10nM","chr3:172515980-172516279",FALSE
"chr3",189772937,189773291,"chr3",189773915,189774221,"AluY",625,"SetB","10nM","chr3:189773915-189774221",FALSE
"chr3",193876127,193876379,"chr3",193877721,193878019,"AluY",1343,"SetB","10nM","chr3:193877721-193878019",FALSE
"chr4",997777,998167,"chr4",998963,999231,"AluY",797,"SetB","10nM","chr4:998963-999231",FALSE
"chr4",3460987,3461952,"chr4",3456213,3456523,"AluY",4465,"SetB","10nM","chr4:3456213-3456523",FALSE
"chr4",3463157,3463698,"chr4",3456213,3456523,"AluY",6635,"SetB","10nM","chr4:3456213-3456523",FALSE
"chr4",3827051,3827265,"chr4",3823166,3823473,"AluY",3579,"SetB","10nM","chr4:3823166-3823473",FALSE
"chr4",3827523,3827983,"chr4",3823166,3823473,"AluY",4051,"SetB","10nM","chr4:3823166-3823473",FALSE
"chr4",6110389,6110751,"chr4",6109124,6109425,"AluY",965,"SetB","10nM","chr4:6109124-6109425",FALSE
"chr4",76569174,76569594,"chr4",76567369,76567656,"AluY",1519,"SetB","10nM","chr4:76567369-76567656",FALSE
"chr4",88177903,88178180,"chr4",88177090,88177404,"AluY",500,"SetB","10nM","chr4:88177090-88177404",FALSE
"chr4",139875419,139875754,"chr4",139874800,139875101,"AluY",319,"SetB","10nM","chr4:139874800-139875101",FALSE
"chr4",140660132,140660339,"chr4",140660910,140661213,"AluY",572,"SetB","10nM","chr4:140660910-140661213",FALSE
"chr4",168677187,168677453,"chr4",168676588,168676878,"AluY",310,"SetB","10nM","chr4:168676588-168676878",FALSE
"chr5",301623,302950,"chr5",299551,299847,"AluY",1777,"SetB","10nM","chr5:299551-299847",FALSE
"chr5",1516228,1516482,"chr5",1518334,1518639,"AluY",1853,"SetB","10nM","chr5:1518334-1518639",FALSE
"chr5",56429007,56429557,"chr5",56431441,56431748,"AluY",1885,"SetB","10nM","chr5:56431441-56431748",FALSE
"chr5",160287563,160287955,"chr5",160288589,160288855,"AluY",635,"SetB","10nM","chr5:160288589-160288855",FALSE
"chr5",173766501,173766725,"chr5",173766734,173767030,"AluY",10,"SetB","10nM","chr5:173766734-173767030",FALSE
"chr5",173824047,173824413,"chr5",173822974,173823283,"AluY",765,"SetB","10nM","chr5:173822974-173823283",FALSE
"chr6",11067304,11067844,"chr6",11069433,11069743,"AluY",1590,"SetB","10nM","chr6:11069433-11069743",FALSE
"chr6",31810372,31810860,"chr6",31809270,31809556,"AluY",817,"SetB","10nM","chr6:31809270-31809556",FALSE
"chr6",37102157,37102678,"chr6",37101567,37101876,"AluY",282,"SetB","10nM","chr6:37101567-37101876",FALSE
"chr6",42122747,42123049,"chr6",42123099,42123411,"AluY",51,"SetB","10nM","chr6:42123099-42123411",FALSE
"chr6",74969302,74970321,"chr6",74977934,74978230,"AluY",7614,"SetB","10nM","chr6:74977934-74978230",FALSE
"chr6",74970537,74971083,"chr6",74977934,74978230,"AluY",6852,"SetB","10nM","chr6:74977934-74978230",FALSE
"chr6",125205101,125205457,"chr6",125204476,125204778,"AluY",324,"SetB","10nM","chr6:125204476-125204778",FALSE
"chr6",138572263,138572464,"chr6",138573938,138574228,"AluY",1475,"SetB","10nM","chr6:138573938-138574228",FALSE
"chr6",139588034,139588754,"chr6",139587262,139587574,"AluY",461,"SetB","10nM","chr6:139587262-139587574",FALSE
"chr6",149717554,149717812,"chr6",149718962,149719268,"AluY",1151,"SetB","10nM","chr6:149718962-149719268",FALSE
"chr6",149719308,149719591,"chr6",149718962,149719268,"AluY",41,"SetB","10nM","chr6:149718962-149719268",FALSE
"chr6",169932372,169932648,"chr6",169919599,169919906,"AluY",12467,"SetB","10nM","chr6:169919599-169919906",FALSE
"chr7",29562632,29562852,"chr7",29562766,29563071,"AluY",0,"SetB","10nM","chr7:29562766-29563071",FALSE
"chr7",33832465,33832674,"chr7",33833365,33833681,"AluY",692,"SetB","10nM","chr7:33833365-33833681",FALSE
"chr7",33832851,33833252,"chr7",33833365,33833681,"AluY",114,"SetB","10nM","chr7:33833365-33833681",FALSE
"chr7",47405993,47406333,"chr7",47404604,47404913,"AluY",1081,"SetB","10nM","chr7:47404604-47404913",FALSE
"chr7",47477381,47477850,"chr7",47483171,47483468,"AluY",5322,"SetB","10nM","chr7:47483171-47483468",FALSE
"chr7",47576005,47576780,"chr7",47575533,47575845,"AluY",161,"SetB","10nM","chr7:47575533-47575845",FALSE
"chr7",80940533,80940779,"chr7",80939790,80940094,"AluY",440,"SetB","10nM","chr7:80939790-80940094",FALSE
"chr7",142356055,142356594,"chr7",142357248,142357538,"AluY",655,"SetB","10nM","chr7:142357248-142357538",FALSE
"chr7",151856560,151856932,"chr7",151853488,151853778,"AluY",2783,"SetB","10nM","chr7:151853488-151853778",FALSE
"chr8",1764506,1764747,"chr8",1766383,1766690,"AluY",1637,"SetB","10nM","chr8:1766383-1766690",FALSE
"chr8",17923102,17923454,"chr8",17925554,17925849,"AluY",2101,"SetB","10nM","chr8:17925554-17925849",FALSE
"chr8",98945042,98945228,"chr8",98935928,98936217,"AluY",8826,"SetB","10nM","chr8:98935928-98936217",FALSE
"chr8",111114167,111114519,"chr8",111119692,111119990,"AluY",5174,"SetB","10nM","chr8:111119692-111119990",FALSE
"chr8",122846124,122846401,"chr8",122842423,122842720,"AluY",3405,"SetB","10nM","chr8:122842423-122842720",FALSE
"chr8",127866162,127866518,"chr8",127864547,127864847,"AluY",1316,"SetB","10nM","chr8:127864547-127864847",FALSE
"chr8",127953063,127953465,"chr8",127952770,127953063,"AluY",1,"SetB","10nM","chr8:127952770-127953063",FALSE
"chr9",80482307,80482622,"chr9",80473621,80473925,"AluY",8383,"SetB","10nM","chr9:80473621-80473925",FALSE
"chr9",81663406,81663731,"chr9",81663622,81663923,"AluY",0,"SetB","10nM","chr9:81663622-81663923",FALSE
"chr9",89435457,89435743,"chr9",89438661,89438964,"AluY",2919,"SetB","10nM","chr9:89438661-89438964",FALSE
"chr9",105901612,105901968,"chr9",105902888,105903200,"AluY",921,"SetB","10nM","chr9:105902888-105903200",FALSE
"chr9",124777810,124778014,"chr9",124778077,124778384,"AluY",64,"SetB","10nM","chr9:124778077-124778384",FALSE
"chr9",125512383,125512591,"chr9",125512580,125512882,"AluY",0,"SetB","10nM","chr9:125512580-125512882",FALSE
"chr9",129176370,129176575,"chr9",129180245,129180548,"AluY",3671,"SetB","10nM","chr9:129180245-129180548",FALSE
"chr9",129488639,129489236,"chr9",129489329,129489625,"AluY",94,"SetB","10nM","chr9:129489329-129489625",FALSE
"chr9",134896485,134896701,"chr9",134893535,134893839,"AluY",2647,"SetB","10nM","chr9:134893535-134893839",FALSE
"chrX",6461348,6461650,"chrX",6459036,6459328,"AluY",2021,"SetB","10nM","chrX:6459036-6459328",FALSE
"chrX",6462638,6462999,"chrX",6459036,6459328,"AluY",3311,"SetB","10nM","chrX:6459036-6459328",FALSE
"chrX",39895147,39895465,"chrX",39896598,39896925,"AluY",1134,"SetB","10nM","chrX:39896598-39896925",FALSE
"chrX",54696182,54696651,"chrX",54702557,54702849,"AluY",5907,"SetB","10nM","chrX:54702557-54702849",FALSE
"chrX",54747669,54748077,"chrX",54743835,54744135,"AluY",3535,"SetB","10nM","chrX:54743835-54744135",FALSE
"chrX",54748632,54748881,"chrX",54743835,54744135,"AluY",4498,"SetB","10nM","chrX:54743835-54744135",FALSE
