"chrom","start","end","nearest_alu_subfamily","distance","set","dose","overlaps_alu"
"chr4",3954806,3955280,"AluSq2",2546,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",3955533,3955811,"AluSq2",2015,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",6110423,6110724,"AluY",999,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",6280308,6280632,"AluSq2",3457,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",6415306,6415754,"AluSx",3409,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",6633246,6633576,"AluSx",329,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",6750957,6751335,"AluJb",942,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",6917798,6917996,"AluSq",1157,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",7772687,7773133,"FRAM",1369,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",8010132,8010353,"AluSz",438,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",8200862,8201141,"AluSx",7221,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",10656137,10656707,"AluY",190,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",12734632,12735259,"AluJr",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr4",15963002,15963254,"AluJr4",1256,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",16002487,16002856,"AluJr",813,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",27168609,27168872,"AluSz6",420,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",28314021,28314254,"AluJo",1786,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",28314409,28314597,"AluJo",1443,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",30721644,30721835,"AluSc",7938,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",31992019,31992320,"AluYf1",389,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",37480708,37481024,"AluSz",190,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",37891626,37891832,"AluJo",438,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",37965551,37965799,"AluSz",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr4",39515024,39515220,"AluJb",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr4",39539441,39539737,"FLAM_C",637,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",40200902,40201082,"AluJb",864,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",40322921,40323193,"AluSx",210,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",40363410,40364051,"AluSp",194,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",40548369,40548710,"AluSq2",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr4",40551032,40551292,"AluSx1",315,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",41505209,41505462,"AluSq2",5132,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",48853045,48853398,"AluY",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr4",48954739,48955051,"AluSz",427,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",52841004,52841182,"AluJb",3813,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",54841444,54841701,"AluJb",4682,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",54842303,54842773,"AluJb",3610,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",54843478,54843780,"AluJb",2603,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",55346979,55347190,"AluJo",157,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",67922785,67923012,"AluSx1",496,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",67928670,67929014,"AluSx1",326,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",67929975,67930272,"AluSx1",1631,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",76562274,76562493,"AluSq2",244,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",76563527,76563787,"AluSx3",1093,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",76569231,76569552,"AluY",1576,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",76570083,76570523,"AluSz",2276,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",76572213,76572502,"AluSz",297,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",76611544,76611880,"AluJo",777,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",76768077,76768271,"AluSx1",253,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",78310725,78311068,"AluJb",1478,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",83651569,83651784,"AluJr",29,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",85489349,85489643,"AluYh3",1269,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",85490063,85490259,"AluYh3",1983,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",86934553,86934910,"AluSp",2189,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",87089427,87089622,"AluSp",386,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",87120913,87121433,"AluJo",1326,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",88084443,88084754,"AluJo",677,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",88158951,88159180,"AluSz6",782,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",88242142,88242919,"AluSx",65,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",88335002,88335276,"AluSz",281,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",89701281,89701548,"AluSq2",838,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",92483427,92483749,"AluSx4",90,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",100778570,100778773,"AluSx1",2078,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",100779676,100779950,"AluSx1",3184,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",100780168,100780497,"AluSx1",3676,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",101397080,101397514,"AluSp",393,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",104896760,104896974,"AluJb",1500,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",106062440,106062832,"FLAM_C",6037,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",114318340,114318552,"AluJr",1486,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",124977714,124977925,"AluY",5302,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",128254798,128255088,"AluSc5",2661,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",128255521,128255790,"AluSp",2644,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",128804807,128805060,"AluSp",114,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",132540462,132540937,"AluJb",564,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",139677059,139677497,"AluSp",8,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",139842015,139842345,"AluSz6",166,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",139849369,139849608,"AluJb",927,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",139851181,139851396,"AluJb",377,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",139875440,139875756,"AluY",340,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",140250148,140250518,"AluSx1",22,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",140252685,140253231,"AluJb",2137,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",140726840,140727070,"AluSz",540,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",142615355,142615618,"AluSx3",1115,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",157146302,157146505,"AluSg",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr4",158805612,158805899,"AluJr",913,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",159504743,159504939,"FAM",2631,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",163385641,163385866,"AluJb",2068,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",163447516,163447707,"AluSc8",169,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",163448524,163448779,"AluSx3",323,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",168501205,168501590,"AluJr",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr4",168677203,168677398,"AluY",326,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",168691678,168692323,"AluSx1",1932,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",183797837,183798094,"AluSx",1436,"SetA_ER_H3K27ac","1nM",FALSE
"chr4",185513838,185514113,"AluSx3",1459,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",301715,302917,"AluY",1869,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",429789,430016,"AluY",4269,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",4028865,4029071,"AluSx",1186,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",6495861,6496266,"AluSc",3909,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",6509734,6509993,"AluYh3",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr5",6519001,6519242,"AluSx1",3306,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",16569420,16569607,"AluSx1",845,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",16588375,16589156,"AluSz",213,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",16590122,16590420,"AluSz",457,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",16626528,16626969,"AluJb",1071,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",16628437,16628704,"AluSq2",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr5",17212413,17212611,"AluSc8",109,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",19734775,19735344,"AluY",53,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",32249665,32249844,"AluYc",1211,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",32329771,32329977,"AluSx1",493,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",33550020,33550368,"AluSz",4886,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",36731909,36732087,"AluSx",614,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",36732230,36732555,"AluSx",146,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",38831191,38831423,"AluSq2",2637,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",44539631,44539814,"AluY",1316,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",53479922,53480119,"AluSq2",8718,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",53482430,53482722,"AluJb",10779,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",54822118,54822357,"AluJb",3034,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",56029920,56030221,"AluSx3",123,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",56429106,56429515,"AluY",1927,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",56460584,56460854,"AluSq",1259,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",56534755,56534967,"AluSp",1588,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",56668876,56669704,"AluSz",2850,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",58127100,58127312,"AluY",1518,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",59380378,59381364,"AluJb",2514,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",60355090,60355408,"AluJr",2987,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",61333751,61334021,"AluSz",1961,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",61621054,61621357,"AluSz",4064,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",66680733,66681002,"AluSx",1652,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",67215110,67215381,"AluYm1",1236,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",67215722,67216067,"AluYm1",1848,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",67234761,67235097,"AluSq2",4611,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",67235704,67236128,"AluSq2",3580,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",67236826,67237124,"AluSq2",2584,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",67619759,67619955,"AluSx1",2197,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",68027177,68027378,"AluJr4",1780,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",68545636,68545902,"AluJr",466,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",69329938,69330352,"AluSg",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr5",69332810,69333026,"AluJr",59,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",71631359,71631605,"AluYb8",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr5",71680346,71680786,"AluJo",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr5",72835845,72836109,"AluYh3",2461,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",73513703,73513988,"AluJr",752,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",73630315,73630709,"AluJb",794,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",77167161,77167584,"AluSz6",1157,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",77168079,77168452,"AluSz6",2075,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",77775264,77775609,"AluSx",1615,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",77861657,77861936,"AluSq2",2810,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",79193795,79194012,"AluY",213,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",83473081,83473323,"AluSx1",4621,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",87950912,87951469,"FAM",1001,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",87951648,87951844,"FAM",626,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",91939168,91939415,"AluY",4912,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",93193869,93194289,"AluSx1",8504,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",95727848,95728038,"FLAM_C",2827,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",95728674,95728986,"FLAM_C",3653,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",99602032,99602352,"AluSz6",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr5",100647609,100647893,"AluSc",2013,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",103007037,103007268,"AluJb",804,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",106241490,106241973,"AluSc",567,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",106245307,106245570,"AluSc5",2040,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",107557493,107557695,"AluSq2",744,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",107571729,107572006,"AluSx",1869,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",116858670,116859222,"AluSq2",70,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",117487096,117487402,"AluYm1",413,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",118009901,118010246,"AluSq2",1242,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",118139583,118139814,"AluJo",8923,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",118775857,118776151,"AluYc",307,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",119564210,119564472,"AluY",3773,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",119564777,119565052,"AluY",3193,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",119570354,119570703,"FRAM",982,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",122849254,122849547,"AluSx1",525,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",122852705,122853008,"AluJb",64,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",122869228,122869615,"AluSq2",1871,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",125408607,125408824,"AluJr",7221,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",125409994,125410406,"AluYb8",8519,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",127517155,127517338,"AluSg",427,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",129241750,129241971,"AluSc5",6089,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",132277906,132278122,"AluJr",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr5",132371197,132371423,"AluSc",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr5",132378638,132378972,"FLAM_C",386,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",132380974,132381197,"AluSp",1192,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",133049703,133050017,"AluJr",975,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",133249326,133249994,"AluJb",4186,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",134037265,134037527,"AluY",284,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",134466430,134466742,"AluJb",654,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",134968179,134968556,"AluSz",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr5",135046770,135047024,"AluSx1",14291,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",135047544,135047808,"AluSx1",13507,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",135722733,135722915,"AluSx1",1232,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",136772947,136773354,"AluSc",5122,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",137815562,137815835,"AluJr4",463,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",137888746,137888994,"FLAM_A",444,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",139637206,139637575,"AluSp",4005,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",139638203,139638597,"AluSp",5002,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",139643470,139643714,"AluSp",10269,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",139644231,139644444,"AluSp",11030,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",139658286,139658549,"AluSz",1263,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",139660822,139661068,"AluSz",3799,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",139708872,139709565,"AluSg",1595,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",142239654,142239890,"AluJr",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr5",142281083,142281374,"AluSz6",938,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",145946009,145946277,"AluJo",1500,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",145982019,145982199,"AluJb",624,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",148305958,148306196,"AluSx4",5712,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",149810348,149810743,"AluJo",635,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",149878110,149878421,"AluSz",403,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",152288888,152289108,"AluSx1",11868,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",155068675,155069060,"AluJo",377,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",155290797,155291211,"AluSp",269,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",157913014,157913225,"AluSq2",429,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",160169928,160170215,"AluSq2",135,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",160286940,160287225,"AluSz6",272,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",160287584,160287896,"AluY",694,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",168316292,168316713,"AluSp",1700,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",168351950,168352158,"AluSx1",429,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",170746881,170747085,"AluJr",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr5",170749849,170750153,"AluSx1",1113,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",172235620,172235880,"AluJb",698,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",172688919,172689121,"AluSx3",3127,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",173329770,173330024,"AluJo",2571,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",173453264,173453545,"AluSg",4716,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",173472644,173473113,"AluSq2",465,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",173535532,173535808,"AluSz",1833,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",173590994,173591344,"AluSg4",1612,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",174461333,174461605,"AluSx1",1729,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",174461832,174462033,"AluSx1",1301,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",174482474,174482743,"AluSq",2434,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",174483389,174483744,"AluSq",1433,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",174491595,174491794,"AluJo",806,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",174503569,174503849,"AluSx1",2846,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",177023455,177023869,"AluSx1",332,"SetA_ER_H3K27ac","1nM",FALSE
"chr5",177311566,177311762,"AluSx1",1520,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",608195,608423,"AluSx1",7145,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",617554,617863,"AluSx3",622,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",643123,643328,"AluSg",4173,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",672843,673152,"AluSq2",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr6",681081,681354,"AluY",842,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",1641280,1641641,"AluSz",545,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",3226662,3226917,"AluJb",6258,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",3718239,3718516,"AluJr",1560,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",3748312,3748615,"AluSz",3321,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",4475872,4476106,"AluJr4",1181,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",6703763,6704159,"AluSx",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr6",6860483,6860702,"AluSx1",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr6",6861053,6861277,"AluSx1",143,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",7062489,7062704,"AluJr",381,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",7198064,7198454,"AluSz6",392,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",9496971,9497217,"AluSc",268,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",11046786,11047179,"AluSg",45,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",11053485,11053884,"AluSx1",368,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",11067339,11067782,"AluY",1652,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",11390023,11390228,"AluSx3",492,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",12288287,12288470,"AluJr",1141,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",12844344,12844659,"AluJr",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr6",13148924,13149180,"AluJb",885,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",15036700,15037209,"AluSg7",46,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",15090131,15090374,"AluSq",495,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",15221738,15222259,"AluJo",40,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",15251399,15251681,"AluSg",20,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",15504615,15504857,"AluYc3",6951,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",17389301,17389676,"AluYa5",193,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",17393783,17394149,"AluSx",2920,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",17473001,17473641,"AluYa5",649,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",18457028,18457360,"AluSx",0,"SetA_ER_H3K27ac","1nM",TRUE
"chr6",19026255,19026496,"AluJr",966,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",20200762,20201032,"AluSz",552,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",20210208,20210639,"AluSg",1749,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",21738568,21739160,"AluJb",281,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",23074408,23074657,"AluSg4",3824,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",26295952,26296241,"AluYj4",635,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",26296423,26296639,"AluYj4",1106,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",30751536,30751884,"AluSx",79,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",31810377,31810836,"AluY",822,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",33717295,33717584,"AluSz",57,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",33816907,33817153,"AluSx",370,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",33896963,33897194,"AluSc",10578,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",36118458,36118741,"AluJo",2074,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",36122105,36122740,"AluSq",1414,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",37059532,37059755,"AluJb",289,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",37102369,37102589,"AluY",494,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",37103334,37103547,"AluSx3",509,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",38248905,38249128,"AluJr",123,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",38261657,38261975,"AluJr",434,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",38437084,38437335,"AluSq2",410,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",38755472,38755668,"AluSz",3014,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",38792410,38792626,"AluSq2",25,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",39266822,39267099,"AluSc",543,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",39269948,39270256,"AluSx1",265,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",39274763,39275142,"AluSq2",197,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",39824212,39824543,"AluSx",565,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",39934225,39934405,"AluSz6",4264,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",42075342,42075707,"AluSc8",221,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",42122775,42123010,"AluY",90,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",42226894,42227096,"AluJr4",2060,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",43335171,43335639,"AluSz",4079,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",43714394,43714663,"AluJb",562,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",43951702,43951977,"FLAM_C",6538,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",44223754,44224016,"AluSq2",1208,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",44238071,44238375,"AluSg",962,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",44661324,44661986,"AluJb",3112,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",45507365,45507588,"AluJb",412,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",45554767,45554959,"AluSx",6066,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",49542133,49542360,"AluSx",153,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",53464918,53465285,"AluSz",934,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",53465772,53466041,"AluSz",1788,"SetA_ER_H3K27ac","1nM",FALSE
"chr6",53469131,53469421,"AluSz6",0,"SetA_ER_H3K27ac","1nM",TRUE
